date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:57:04	17558/17558	---MCZ	200	added ('OK')	application/javascript	etag:W/%225656c5fa5b9035af4ffa59a6fa473cb5%22	https://memoryiit.com/_next/static/chunks/1619-0d260849923a9abc.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/1619-0d260849923a9abcd743.js	(from https://memoryiit.com/create)
15:57:04	33831/33831	---MCZ	200	added ('OK')	application/javascript	etag:W/%22545871283543762360791513570e0799%22	https://memoryiit.com/_next/static/chunks/9052-808b1158548e7f1a.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/9052-808b1158548e7f1ad743.js	(from https://memoryiit.com/create)
15:57:04	7754/7754	---MCZ	200	added ('OK')	application/javascript	etag:W/%22106d87aa82fdcd89eab90e6bf5694abe%22	https://memoryiit.com/_next/static/chunks/6874-0cb6a1b7d5eede11.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/6874-0cb6a1b7d5eede11d743.js	(from https://memoryiit.com/create)
15:57:05	5487/5487	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e7ea9a55486792b2f64d31ead3d21016%22	https://memoryiit.com/_next/static/chunks/3942-77965ea4975d9640.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/3942-77965ea4975d9640d743.js	(from https://memoryiit.com/create)
15:57:05	46543/46543	---MCZ	200	added ('OK')	application/javascript	etag:W/%228ddf2ad09ec37645f3be6751c339d1df%22	https://memoryiit.com/_next/static/chunks/8278-e8bcb7e754fe9cfa.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/8278-e8bcb7e754fe9cfad743.js	(from https://memoryiit.com/create)
15:57:06	14314/14314	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266bc78d0baa6bb7e843515ef922f9062%22	https://memoryiit.com/_next/static/chunks/7655-e8d396a5238c84dc.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/7655-e8d396a5238c84dcd743.js	(from https://memoryiit.com/create)
15:57:06	31946/31946	---MCZ	200	added ('OK')	application/javascript	etag:W/%22875b720dad21fb517539cbbe162d8458%22	https://memoryiit.com/_next/static/chunks/774-360f4dbadcef6cd0.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/774-360f4dbadcef6cd0d743.js	(from https://memoryiit.com/create)
15:57:07	15556/15556	---MCZ	200	added ('OK')	application/javascript	etag:W/%22af3b341780bc90a467f1b360cfbc1627%22	https://memoryiit.com/_next/static/chunks/391-3aed6820d849da05.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/391-3aed6820d849da05d743.js	(from https://memoryiit.com/create)
15:57:07	192/192	---M--	200	added ('OK')	application/javascript	etag:%22ed0c9451fd8f3963910db1f99abe1e78%22	https://memoryiit.com/_next/static/chunks/app/(public)/layout-f13a695512167eb3.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/app/(public)/layout-f13a695512167eb3d743.js	(from https://memoryiit.com/create)
15:57:08	94771/94771	---MCZ	200	added ('OK')	application/javascript	etag:W/%22723c7454892494088db475def1b40558%22	https://memoryiit.com/_next/static/chunks/70e0d97a-e9f2507dda2ac4a0.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/70e0d97a-e9f2507dda2ac4a0d743.js	(from https://memoryiit.com/create)
15:57:08	60126/60126	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c6be3bedf03d769f3d29a242b44619b3%22	https://memoryiit.com/_next/static/chunks/54a60aa6-7f5191bd7cce99ea.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/54a60aa6-7f5191bd7cce99ead743.js	(from https://memoryiit.com/create)
15:57:09	227306/227306	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a32621c8ccbbc3040b1b99f524e4daa1%22	https://memoryiit.com/_next/static/chunks/f4898fe8-abaa8bbf57901c6b.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/f4898fe8-abaa8bbf57901c6bd743.js	(from https://memoryiit.com/create)
15:57:09	16628/16628	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cd553569fbe49991b39855157b79a33c%22	https://memoryiit.com/_next/static/chunks/9106-61603962fd18f037.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/9106-61603962fd18f037d743.js	(from https://memoryiit.com/create)
15:57:10	18055/18055	---MCZ	200	added ('OK')	application/javascript	etag:W/%224b32335db9659f643db39052e32f2384%22	https://memoryiit.com/_next/static/chunks/5005-2875ed3c4784a51a.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/5005-2875ed3c4784a51ad743.js	(from https://memoryiit.com/create)
15:57:10	124420/124420	---MCZ	200	added ('OK')	application/javascript	etag:W/%22944f71ef98cd3c104906d69db3be3213%22	https://memoryiit.com/_next/static/chunks/6641-d077e70adcbc4323.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/6641-d077e70adcbc4323d743.js	(from https://memoryiit.com/create)
15:57:11	27966/27966	---MCZ	200	added ('OK')	application/javascript	etag:W/%224a3dbbc23e8779e929658a0169f30fb1%22	https://memoryiit.com/_next/static/chunks/3725-5b031661b8649361.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/3725-5b031661b8649361d743.js	(from https://memoryiit.com/create)
15:57:11	8828/8828	---MCZ	200	added ('OK')	application/javascript	etag:W/%222296376c0def175f6e643ed29411abe2%22	https://memoryiit.com/_next/static/chunks/2960-8741f9c462fcb501.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/2960-8741f9c462fcb501d743.js	(from https://memoryiit.com/create)
15:57:11	20618/20618	---MCZ	200	added ('OK')	application/javascript	etag:W/%223f336b3b38177fefd0dc4b77b2d406d2%22	https://memoryiit.com/_next/static/chunks/4311-e41325bdca5ec764.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/4311-e41325bdca5ec764d743.js	(from https://memoryiit.com/create)
15:57:12	249447/249447	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b96424baccdce50d9d52ca0a4c861dea%22	https://memoryiit.com/_next/static/chunks/2280-42a5f40a882a218b.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/2280-42a5f40a882a218bd743.js	(from https://memoryiit.com/create)
15:57:12	308895/308895	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b4f7711f8dd23dba6ec893ac9ea50e0b%22	https://memoryiit.com/_next/static/chunks/5710-83ccfca3474066eb.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/5710-83ccfca3474066ebd743.js	(from https://memoryiit.com/create)
15:57:13	54086/54086	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a39fb94aa24ad35205e7f36bd94ac0d%22	https://memoryiit.com/_next/static/chunks/708-76cc665d76318abe.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/708-76cc665d76318abed743.js	(from https://memoryiit.com/create)
15:57:13	36690/36690	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c7af80191b92c6a3ad3d93dfe85836ee%22	https://memoryiit.com/_next/static/chunks/app/(public)/create/page-d4c797861c928159.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/app/(public)/create/page-d4c797861c928159d743.js	(from https://memoryiit.com/create)
15:57:14	101616/101616	---MCZ	200	added ('OK')	application/javascript	etag:W/%2241d332d58bd326b87ffcd41c1255700d%22	https://memoryiit.com/_next/static/chunks/4150-a49c03ba98674e72.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/4150-a49c03ba98674e72d743.js	(from https://memoryiit.com/create)
15:57:14	18729/18729	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c9eaf4c3e384501f93baf2722522904d%22	https://memoryiit.com/_next/static/chunks/app/(public)/(landing)/page-2768fc76871ec533.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/app/(public)/(landing)/page-2768fc76871ec533d743.js	(from https://memoryiit.com/create)
15:57:15	17601/17601	---MCZ	200	added ('OK')	application/javascript	etag:W/%227b5e7176ac1330eccc5388fc6b7a052d%22	https://memoryiit.com/_next/static/chunks/app/layout-c4fad48dab29bb95.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/app/layout-c4fad48dab29bb95d743.js	(from https://memoryiit.com/create)
15:57:15	728/728	---M--	200	added ('OK')	application/json	etag:%224bd0998695c224a8d8212f08cc336404%22	https://memoryiit.com/manifest.json	J:/site/teste%202/test2/memoryiit.com/manifest.json	(from https://memoryiit.com/create)
15:57:15	1218/1218	---M--	200	added ('OK')	image/png	etag:%22d13e071f8f0f943cf00ec7c954df15ab%22	https://memoryiit.com/favicon/favicon-32x32.png	J:/site/teste%202/test2/memoryiit.com/favicon/favicon-32x32.png	(from https://memoryiit.com/create)
15:57:16	15086/15086	---MCZ	200	added ('OK')	image/x-icon	etag:W/%226f6a719e5a6f5ceed754038fed333663%22	https://memoryiit.com/favicon.ico	J:/site/teste%202/test2/memoryiit.com/favicon.ico	(from https://memoryiit.com/create)
15:57:16	15406/15406	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%227a689905676e010ca3dc7cf02f535ad5%22	https://memoryiit.com/favicon/favicon.ico	J:/site/teste%202/test2/memoryiit.com/favicon/favicon.ico	(from https://memoryiit.com/create)
15:57:17	18034/18034	---M--	200	added ('OK')	image/png	etag:%225d1261873f225cc202d28e714945d34c%22	https://memoryiit.com/favicon/apple-touch-icon.png	J:/site/teste%202/test2/memoryiit.com/favicon/apple-touch-icon.png	(from https://memoryiit.com/create)
15:57:17	112594/112594	---MCZ	200	added ('OK')	application/javascript	etag:W/%22846118c33b2c0e922d7b3a7676f81f6f%22	https://memoryiit.com/_next/static/chunks/polyfills-42372ed130431b0a.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/_next/static/chunks/polyfills-42372ed130431b0ad743.js	(from https://memoryiit.com/create)
15:57:18	159801/159801	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2018:57:20%20GMT	https://memoryiit.com/	J:/site/teste%202/test2/memoryiit.com/index.html	(from https://memoryiit.com/create)
15:57:18	320213/320213	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222ffad68ba7a6ff874dab0b9887ce447d%22	https://memoryiit.com/images/memoryiit-icon.svg	J:/site/teste%202/test2/memoryiit.com/images/memoryiit-icon.svg	(from https://memoryiit.com/create)
15:57:18	8560/8560	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Jul%202025%2017:31:38%20GMT	https://memoryiit.com/_next/image?url=%2Fimages%2Fmemoryiit-icon.png&w=256&q=75	J:/site/teste%202/test2/memoryiit.com/_next/memoryiit-icon5635.png	(from https://memoryiit.com/create)
15:57:19	68396/68396	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2018:57:21%20GMT	https://memoryiit.com/login	J:/site/teste%202/test2/memoryiit.com/login.html	(from https://memoryiit.com/create)
15:57:19	1442/1442	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225581909a182aa5bf6ec99ed76e591b5b%22	https://memoryiit.com/images/icons/stripe.svg	J:/site/teste%202/test2/memoryiit.com/images/icons/stripe.svg	(from https://memoryiit.com/create)
15:57:20	2515/2515	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223348a44fd1da07af23c9f457a57142eb%22	https://memoryiit.com/images/icons/tiktok.svg	J:/site/teste%202/test2/memoryiit.com/images/icons/tiktok.svg	(from https://memoryiit.com/create)
15:57:21	72460/72460	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2018:57:22%20GMT	https://memoryiit.com/terms-of-use	J:/site/teste%202/test2/memoryiit.com/terms-of-use.html	(from https://memoryiit.com/create)
15:57:21	70645/70645	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2018:57:23%20GMT	https://memoryiit.com/privacy-policy	J:/site/teste%202/test2/memoryiit.com/privacy-policy.html	(from https://memoryiit.com/create)
15:57:22	1980/1980	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Jul%202025%2005:15:48%20GMT	https://memoryiit.com/_next/image?url=%2Fimages%2Ficons%2Flogo-skyiit.png&w=96&q=75	J:/site/teste%202/test2/memoryiit.com/_next/logo-skyiit317f.png	(from https://memoryiit.com/create)
15:57:22	43612/43612	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:24%20GMT	https://memoryiit.com/static/chunks/2797-98d28b5e85160a4b.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/2797-98d28b5e85160a4b.31d743.delayed	(from https://memoryiit.com/create)
15:57:23	43612/43612	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:24%20GMT	https://memoryiit.com/static/chunks/2848-da10e80353973a64.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/2848-da10e80353973a64.32d743.delayed	(from https://memoryiit.com/create)
15:57:24	43612/43612	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:25%20GMT	https://memoryiit.com/static/chunks/1619-0d260849923a9abc.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/1619-0d260849923a9abc.33d743.delayed	(from https://memoryiit.com/create)
15:57:24	43612/43612	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:26%20GMT	https://memoryiit.com/static/chunks/9052-808b1158548e7f1a.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/9052-808b1158548e7f1a.34d743.delayed	(from https://memoryiit.com/create)
15:57:25	43612/43612	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:26%20GMT	https://memoryiit.com/static/chunks/6874-0cb6a1b7d5eede11.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/6874-0cb6a1b7d5eede11.35d743.delayed	(from https://memoryiit.com/create)
15:57:25	43612/43612	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:27%20GMT	https://memoryiit.com/static/chunks/3942-77965ea4975d9640.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/3942-77965ea4975d9640.36d743.delayed	(from https://memoryiit.com/create)
15:57:26	43612/43612	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:28%20GMT	https://memoryiit.com/static/chunks/8278-e8bcb7e754fe9cfa.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/8278-e8bcb7e754fe9cfa.37d743.delayed	(from https://memoryiit.com/create)
15:57:27	43612/43612	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:28%20GMT	https://memoryiit.com/static/chunks/7655-e8d396a5238c84dc.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/7655-e8d396a5238c84dc.38d743.delayed	(from https://memoryiit.com/create)
15:57:28	43611/43611	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:29%20GMT	https://memoryiit.com/static/chunks/774-360f4dbadcef6cd0.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/774-360f4dbadcef6cd0.39d743.delayed	(from https://memoryiit.com/create)
15:57:29	43611/43611	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:30%20GMT	https://memoryiit.com/static/chunks/391-3aed6820d849da05.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/391-3aed6820d849da05.3ad743.delayed	(from https://memoryiit.com/create)
15:57:30	43616/43616	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:31%20GMT	https://memoryiit.com/static/chunks/70e0d97a-e9f2507dda2ac4a0.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/70e0d97a-e9f2507dda2ac4a0.3bd743.delayed	(from https://memoryiit.com/create)
15:57:31	43616/43616	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:33%20GMT	https://memoryiit.com/static/chunks/54a60aa6-7f5191bd7cce99ea.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/54a60aa6-7f5191bd7cce99ea.3cd743.delayed	(from https://memoryiit.com/create)
15:57:31	43616/43616	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:33%20GMT	https://memoryiit.com/static/chunks/f4898fe8-abaa8bbf57901c6b.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/f4898fe8-abaa8bbf57901c6b.3dd743.delayed	(from https://memoryiit.com/create)
15:57:32	43612/43612	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:34%20GMT	https://memoryiit.com/static/chunks/9106-61603962fd18f037.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/9106-61603962fd18f037.3ed743.delayed	(from https://memoryiit.com/create)
15:57:33	43612/43612	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:34%20GMT	https://memoryiit.com/static/chunks/5005-2875ed3c4784a51a.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/5005-2875ed3c4784a51a.3fd743.delayed	(from https://memoryiit.com/create)
15:57:34	43608/43608	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:35%20GMT	https://memoryiit.com/ic/chunks/6641-d077e70adcbc4323.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/ic/chunks/6641-d077e70adcbc4323.40d743.delayed	(from https://memoryiit.com/create)
15:57:34	43612/43612	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:36%20GMT	https://memoryiit.com/static/chunks/3725-5b031661b8649361.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/3725-5b031661b8649361.41d743.delayed	(from https://memoryiit.com/create)
15:57:35	43612/43612	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:36%20GMT	https://memoryiit.com/static/chunks/2960-8741f9c462fcb501.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/2960-8741f9c462fcb501.42d743.delayed	(from https://memoryiit.com/create)
15:57:36	43612/43612	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:37%20GMT	https://memoryiit.com/static/chunks/4311-e41325bdca5ec764.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/4311-e41325bdca5ec764.43d743.delayed	(from https://memoryiit.com/create)
15:57:36	43612/43612	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:38%20GMT	https://memoryiit.com/static/chunks/2280-42a5f40a882a218b.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/2280-42a5f40a882a218b.44d743.delayed	(from https://memoryiit.com/create)
15:57:37	43612/43612	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:39%20GMT	https://memoryiit.com/static/chunks/5710-83ccfca3474066eb.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/5710-83ccfca3474066eb.45d743.delayed	(from https://memoryiit.com/create)
15:57:38	43611/43611	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:39%20GMT	https://memoryiit.com/static/chunks/708-76cc665d76318abe.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/708-76cc665d76318abe.46d743.delayed	(from https://memoryiit.com/create)
15:57:39	43612/43612	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2018:57:40%20GMT	https://memoryiit.com/static/chunks/4150-a49c03ba98674e72.js?dpl=dpl_ACQrE8BNFomMJW49yYzRjaqoqF9G	J:/site/teste%202/test2/memoryiit.com/static/chunks/4150-a49c03ba98674e72.47d743.delayed	(from https://memoryiit.com/create)
15:57:39	2076/2076	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229009bdd596437b57c3fc7fdacd0e481c%22	https://memoryiit.com/images/icons/give-gift-self-made.svg	J:/site/teste%202/test2/memoryiit.com/images/icons/give-gift-self-made.svg	(from https://memoryiit.com/)
15:57:40	2356/2356	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jul%202025%2017:24:43%20GMT	https://memoryiit.com/_next/image?url=%2Fimages%2Flanding-page%2Fuser01.png&w=128&q=75	J:/site/teste%202/test2/memoryiit.com/_next/user0157c1.jpg	(from https://memoryiit.com/)
